restaurant_id,restaurant_link
7704159,
23977751,
11750237,
8274376,
4124426,
26635082,
27511669,
2286221,
18927790,
28052954,
12245392,
3983330,
23942331,
3640337,
15618103,
7112920,
8779309,
24901009,
27457230,
1125106,
1898419,
25449348,
6695074,
28132485,
15190124,
26794670,
809040,
24066494,
1136051,
1596125,
2468834,
18927790,
810797,
1741416,
8777693,
1344965,
12665149,
28045149,
17382433,
13873560,
3720812,
25370464,
28052954,
7783233,
26369001,
26860306,
25196585,
2432755,
5790374,
11997715,
7061378,
2267556,
2629906,
12452923,
12387836,
25226949,
6478802,
26163174,
27097927,
15190124,
26681281,
12559321,
25794916,
2427140,
27139808,
31907052,
26794670,
7369186,
1057894,
25498363,
12096239,
5989750,
24120215,
21132983,
14176181,
4891113,
15521909,
28052954,
27796744,
3542854,
25334325,
8154556,
26850032,
2715147,
15116578,
23956041,
18898225,
25365137,
1998310,
21120489,
25264688,
11946614,
10543099,
18927790,
27097927,
26794670,
6758094,
12331281,
1122861,
13873672,
20088623,
12180159,
20217245,
18717836,
1821381,
1197746,
13283086,
8806053,
25456680,
25068585,
25120927,
26361450,
28052954,
3162821,
12329059,
15682892,
24089018,
13576635,
12979524,
23849401,
3392848,
2097037,
10816439,
13912972,
32232781,
25090825,
4316000,
17713412,
15190124,
27097927,
26794819,
26267887,
1948559,
3178114,
25563307,
8685793,
26681281,
9739792,
10229208,
13738039,
18340675,
13205196,
25308742,
24968033,
2291345,
6394652,
14138007,
26794670,
21246340,
7358805,
27965547,
13385328,
26616991,
10330711,
13395848,
19465965,
13388070,
10388545,
25147494,
2044022,
5771838,
25064646,
8591420,
27138077,
26681281,
15190124,
1910205,
1122081,
30585265,
7216737,
26360219,
26794819,
28002193,
29037420,
23294868,
12949545,
26365544,
14916434,
6000559,
32711037,
19266103,
15008239,
27097927,
1630626,
21338165,
27144728,
18678790,
8517440,
19093460,
2062534,
7618313,
24190498,
25231687,
7658264,
28101999,
20940509,
17341179,
4869715,
28052954,
26681281,
26794670,
3589149,
1059078,
24832264,
27537260,
19929184,
28052954,
15000617,
13437325,
2402767,
3250362,
28665051,
15326762,
10458910,
5602770,
14078208,
1637790,
15190124,
4311615,
28163229,
2479275,
4942925,
1805981,
4469904,
1231779,
27700231,
24832271,
32977213,
17779572,
8439394,
15074636,
23741371,
8805294,
27097927,
15190124,
27097927,
12512293,
10092965,
12274493,
19073425,
10748031,
26681281,
1537295,
13738041,
8429348,
1122141,
2734409,
31916040,
6884393,
6848002,
20235260,
26620888,
28052954,
23949795,
15233344,
24814958,
1480506,
11707899,
9563954,
10834876,
1929890,
2642272,
9859422,
10737011,
26844284,
26681281,
3148815,
8721638,
18927790,
26794819,
26681281,
17423626,
12946267,
27706703,
15106662,
26541926,
26794670,
28132618,
1210619,
16744806,
18313807,
10802474,
28986547,
18679854,
32873866,
12212510,
21342868,
15190124,
3830799,
33026743,
2367379,
7186677,
27931151,
13417175,
25547282,
6761381,
10834980,
1929659,
25148665,
23985562,
8529767,
7733642,
32986489,
12180159,
27097927,
26794819,
13508629,
8586252,
25286085,
33122608,
7776991,
15190124,
1910245,
8776218,
8431799,
6787089,
10821311,
13349905,
3589240,
28102691,
13137974,
6880981,
28052954,
26249851,
23310505,
25080662,
10804299,
23969497,
6777828,
1484335,
1910238,
25579480,
1122209,
24832218,
26250636,
3398239,
17816809,
1646963,
26794670,
15190124,
27097927,
1008128,
26433859,
6116640,
27166103,
8766175,
26794670,
23478856,
11826883,
3589029,
26926553,
4037428,
7306751,
23208559,
19411058,
18854778,
19139056,
26794819,
27115019,
33034203,
7813416,
27672418,
33160032,
6519347,
15200883,
12990687,
15528298,
17414649,
5888570,
14976027,
7813580,
4452436,
11931132,
12180159,
26681281,
26794819,
8415167,
12137110,
2215936,
8137837,
25004113,
26794670,
27541266,
23845743,
6881470,
13861623,
19857081,
26208961,
24981226,
28021540,
8613917,
14108679,
28052954,
2329869,
27097927,
17382423,
2714855,
10325217,
23194602,
2261678,
10057918,
24117402,
10084800,
18928159,
3166833,
12882110,
24106022,
13218135,
33160032,
27097927,
26681281,
19988334,
15264001,
4938994,
18313799,
10520338,
26794819,
12726092,
1142549,
19259771,
25245976,
2368412,
26529725,
27539618,
8856318,
13076757,
15197186,
26794670,
26244943,
27783596,
25211610,
13313619,
17750447,
4492746,
15273818,
16859180,
4793317,
24038834,
7155156,
10517021,
28667627,
19255150,
7811388,
27138077,
26794670,
18927790,
33029166,
28021539,
6221015,
7360201,
10104142,
26681281,
6122883,
1232847,
8803557,
5892093,
25098692,
12110592,
11707622,
23414089,
7724065,
12541855,
12180159,
26672317,
12968936,
30040400,
26668838,
1122122,
24022449,
4597830,
12530630,
33072380,
23960014,
23115518,
4306679,
14789568,
27753764,
1482769,
27097927,
27097927,
26681281,
12670349,
9868385,
9454648,
11444360,
11616048,
26794819,
27925986,
27008773,
1631493,
27495794,
33062233,
12969004,
8274388,
12251016,
28710283,
3651003,
28052954,
11827036,
27743438,
12342237,
8661405,
12330790,
25024647,
2180435,
27961579,
3216781,
15530846,
26806161,
4258996,
4085829,
3569489,
7739547,
26794670,
15190124,
27097927,
21295155,
27162231,
26432005,
11960089,
17288252,
28052954,
20924114,
19419709,
5095378,
10282945,
2168691,
7231068,
12377636,
25466867,
8625998,
4470706,
26794670,
21298418,
4309445,
12151782,
26446142,
27648984,
11887182,
10081472,
11915285,
8382015,
28163368,
2328703,
3588981,
13923449,
7006735,
25340427,
18927790,
26794819,
26794670,
26857956,
18928155,
25314627,
7653414,
14020938,
27138077,
26319452,
17467928,
23272564,
3346442,
6385550,
13988783,
13376670,
25241067,
15132842,
23261035,
15190124,
25782528,
24165228,
10110486,
24003251,
10205153,
28402117,
8021225,
33131670,
29727398,
1828928,
32862251,
12431884,
19219793,
8862035,
8098282,
28052954,
27097927,
26681281,
6673002,
20895977,
2011405,
25417881,
21135729,
26794819,
1778062,
7186674,
1954851,
4752240,
26397525,
26632477,
12909979,
27511454,
8853334,
13166475,
15190124,
16706179,
26491842,
28500924,
26799646,
27983302,
31586667,
23881034,
33044332,
23827238,
8089159,
27454125,
25214746,
23020013,
7061370,
27765124,
28052954,
26794819,
27097927,
25168374,
27148976,
19115692,
23408860,
12357502,
26794670,
31708795,
8529965,
5498563,
20329330,
14111855,
9553189,
12473987,
4787510,
26544005,
12933490,
15190124,
4055024,
2633827,
15190160,
3937077,
1122156,
32820875,
17623454,
14444773,
13117661,
5572684,
18114291,
27110801,
26319416,
25003689,
10205151,
28052954,
26681281,
26794819,
8131528,
6934773,
6405042,
17695717,
17482510,
27097927,
9982887,
23170457,
33054456,
26859548,
19758090,
15749935,
15357167,
26720929,
14116220,
25243542,
15190124,
3974366,
14927433,
23151416,
24137906,
17596373,
1094717,
11618502,
25039226,
12565874,
15338884,
21389476,
17637167,
13236313,
25564789,
19857053,
26794670,
26681281,
15190124,
6731812,
7695018,
10356405,
10441231,
26847214,
26794819,
12588380,
24049573,
26526208,
4942249,
4579461,
17382399,
4593926,
27966055,
24001917,
14802831,
27097927,
28116571,
7855727,
4554167,
10546530,
7593692,
25415358,
23416012,
17382421,
7746008,
11549418,
12095451,
14051168,
12362137,
24109463,
26830531,
28052954,
26794670,
18927790,
15735667,
16744259,
17382409,
27415423,
2176489,
28052954,
5623308,
15009378,
5931822,
8650508,
15270900,
12971319,
17713900,
23272774,
24924088,
4441873,
26681281,
28007305,
19784372,
11732172,
1775052,
23012810,
12492878,
26612354,
4793480,
11708002,
26688773,
4155659,
10201739,
12171580,
18816904,
32825107,
27097927,
26681281,
26794670,
17702387,
8856851,
13545411,
13545249,
9996784,
12180159,
9750904,
24089002,
3326413,
32809519,
15239569,
823713,
27747612,
8138462,
14116708,
2062532,
18927790,
13813103,
3954649,
8283378,
1902799,
23824986,
17568981,
7157557,
28040846,
15512358,
7070076,
12730419,
19682180,
19365131,
1897510,
27141284,
27097927,
26681281,
26794670,
27977838,
12134194,
12660022,
27728185,
25382344,
18927790,
26559329,
13563982,
12537128,
21093397,
29083061,
25439973,
12567522,
17546420,
24159861,
27117061,
26794819,
28654912,
25447801,
20214556,
7059762,
25306322,
17461372,
15637588,
14037709,
3814942,
8693192,
10079725,
29358349,
27789258,
1765306,
23412180,
33160032,
27097927,
26794670,
10063430,
6891786,
27161088,
26802391,
26866441,
12180159,
7359086,
21043358,
19125751,
21295196,
13738090,
27146923,
28939772,
32985320,
8535953,
8154533,
26681281,
25623664,
23842789,
12441006,
1592466,
24139330,
15638886,
6610320,
3935420,
26308123,
33062504,
14090327,
3821383,
26588882,
33059072,
19065332,
26794819,
15190124,
26794670,
19803090,
1592036,
13297833,
10497926,
8650504,
27097927,
26714294,
1978090,
13442735,
14031113,
21176975,
26259480,
12080944,
23133373,
9719457,
16780413,
18927790,
7112935,
13073273,
28717679,
32865233,
27485407,
32754786,
3589736,
26672327,
19259749,
25463085,
16675695,
17653428,
27925871,
31076387,
7652833,
26681281,
26681281,
27097927,
6878925,
33044334,
4855416,
26799694,
13368931,
26794670,
1948137,
11893745,
1122094,
17637234,
8528092,
28841329,
29004476,
13476716,
27936694,
33066449,
12180159,
1070980,
26777963,
15149448,
6754287,
4405004,
27153367,
13809948,
1975585,
15836216,
26629036,
15035658,
8423226,
4771959,
24013354,
6116360,
28052954,
26794819,
26794670,
26859313,
26697834,
4915942,
26867140,
13349897,
18927790,
8870526,
18206952,
7376597,
19377855,
16780388,
15785269,
3727824,
20884099,
13089886,
14112137,
33160032,
26307831,
3812614,
25156831,
2090748,
25547436,
14131531,
25300896,
25576744,
17632028,
28405201,
15634617,
19990565,
6612049,
16783355,
13359550,
26681281,
26794819,
26681281,
7813448,
26742349,
5308400,
10786393,
12731248,
15190124,
28025982,
13275946,
4871036,
17653301,
19935381,
26442698,
12829059,
8419301,
11609685,
26432063,
26794670,
23738484,
13148435,
25438007,
17653280,
25354509,
3478600,
8464602,
10472966,
33096954,
18415312,
11962184,
23127036,
15681484,
21137799,
9702145,
18927790,
26794819,
27097927,
3589471,
10778943,
11826804,
19110216,
7688949,
28052954,
14155548,
4293250,
15009497,
19887416,
24046498,
10901327,
16881842,
24872113,
2403757,
27980497,
26794670,
25159640,
15232869,
9748215,
3721963,
15101227,
25321404,
15296363,
17820034,
11732133,
11611891,
26801912,
8611435,
12631618,
15363020,
26681281,
26794670,
27097927,
7779193,
24064815,
27706823,
10721058,
32981320,
15190124,
13372896,
28010811,
6780984,
17764924,
3653628,
12826346,
27111379,
19116249,
19776196,
21087206,
18927790,
27931673,
28125652,
24940348,
13442769,
30431492,
3371670,
13131778,
17757826,
15637595,
6165664,
24115392,
21207401,
13325532,
26363752,
13480927,
28052954,
26794670,
26681281,
23098223,
10769356,
33123692,
24075827,
9769097,
26794819,
33074057,
10376438,
2698917,
10607121,
27421376,
33111389,
5599130,
5953571,
7747159,
16706145,
27097927,
12610086,
1057884,
6827803,
17415286,
3470142,
27457392,
26968439,
25274321,
13141825,
8806030,
6586170,
26434255,
26264427,
9986785,
28002894,
18927790,
26794819,
15190124,
18970377,
17537375,
20910756,
29137175,
2097464,
27097927,
24124677,
10317273,
7746102,
26609983,
16736442,
17656965,
28103711,
13307409,
25392773,
8408706,
26681281,
25339373,
10769144,
12703396,
8788167,
12289633,
17513232,
33107900,
28135261,
8043006,
17321451,
25425014,
29272249,
11714121,
8489733,
8481445,
26794670,
26681281,
26794819,
7070090,
10200199,
3858591,
4209900,
10834390,
27097927,
8283403,
27496509,
9457354,
3545179,
24840846,
25345826,
26660510,
13861636,
12457460,
26678489,
26794670,
25975035,
3588854,
27482063,
12936797,
15637648,
27115338,
16913773,
1122190,
14011486,
10500781,
8613380,
27537511,
23762370,
8522864,
21026693,
18927790,
26681281,
26794819,
13076713,
28556940,
29017687,
7797435,
27121698,
26794670,
18206981,
4820238,
21275798,
25132619,
15667534,
12176002,
7813146,
9880629,
13115273,
31452655,
15190124,
28013878,
20329888,
7353277,
8299650,
26325596,
26549522,
6475361,
15098468,
9739669,
14199236,
11915326,
17713504,
14131551,
14985859,
27419068,
27097927,
15190124,
27097927,
27096805,
11946671,
5263507,
27660875,
7370718,
26794819,
12639645,
25131073,
33096701,
8109790,
4891110,
8442713,
15023358,
27000762,
12955478,
20304555,
26681281,
11707634,
25120879,
16656275,
20997780,
25185049,
15349635,
4009571,
29358457,
25574532,
10754955,
26823020,
25416107,
17783310,
7911984,
21209841,
26794670,
15190124,
26794819,
13276004,
14138021,
14450785,
32730348,
16714815,
26681281,
7070100,
23910293,
29184954,
28988734,
16701330,
3329847,
25565660,
23999259,
26743915,
15349561,
27097927,
6540953,
24094349,
10765959,
17796101,
25332477,
27740239,
29009777,
28558529,
2444574,
13358793,
26680640,
23384093,
19115920,
13325438,
26338774,
26794670,
15190124,
27097927,
8814226,
3834239,
4520028,
13480912,
11890320,
26681281,
9987855,
23954849,
8845092,
11619259,
13837727,
13141772,
14199612,
8283329,
27501776,
4226370,
26794670,
13214325,
10662958,
25163592,
7155232,
20059884,
4507175,
23911176,
25612752,
19882044,
16855102,
23040201,
33215720,
15009348,
2400049,
12799728,
28052954,
26794670,
26794819,
26661987,
8720933,
6405370,
32775396,
7186698,
33160032,
13568058,
15009207,
16882060,
8130350,
28653261,
26395120,
8274220,
14888124,
13297752,
25371027,
18927790,
3460814,
11929673,
7020419,
12617118,
15293135,
10847485,
16724571,
15582656,
25457642,
15758165,
25410370,
24984615,
10901216,
3538997,
6654331,
27097927,
15190124,
26794819,
15067592,
8720536,
8617718,
19329086,
18978983,
27097927,
12981308,
25300031,
25896902,
9568788,
32716289,
25101457,
4755500,
7070081,
19121648,
27504846,
26794670,
8613169,
28214744,
15149509,
8864886,
16817173,
27540589,
24166054,
33043261,
11885338,
7130645,
3773634,
15836157,
12225691,
28006983,
28038244,
18927790,
26681281,
15190124,
25547764,
25576798,
19941612,
13954954,
17482377,
27097927,
26841094,
20160062,
1592040,
25340449,
15745310,
24077463,
7811271,
10784473,
28767183,
10188346,
28052954,
11761145,
10490774,
15676901,
13818057,
28011157,
13358646,
25278695,
25233601,
23504382,
2415600,
16828251,
28509220,
33088184,
15637586,
12963506,
18927790,
26794670,
26681281,
9457280,
7192860,
27707248,
15674462,
21306913,
27097927,
13287982,
24174353,
27756055,
3901892,
13131818,
15296474,
3610980,
13861629,
25380847,
23268436,
18927790,
16666809,
4062848,
19796877,
27789412,
26072959,
32701961,
27155124,
15849955,
27525302,
7187072,
3588863,
8399343,
26727272,
25080675,
11707966,
15190124,
26681281,
26794670,
24089019,
21170190,
17463689,
3796187,
11954019,
12180159,
10865564,
21065121,
7070067,
8591807,
8043134,
3221314,
1577251,
7923544,
6517092,
28657425,
27097927,
12635692,
10531796,
25191376,
24107498,
12610070,
3438214,
2450423,
9982942,
12820441,
28005954,
12665164,
12215740,
11609667,
18378477,
6380399,
28052954,
26794670,
12180159,
1943939,
10719467,
15362868,
13152149,
2558864,
26681281,
3931999,
21301418,
15044608,
26686992,
12457390,
15749879,
12990705,
27997304,
13564304,
28556942,
15190124,
23034369,
10777770,
24062228,
23158010,
2388682,
27782194,
16694921,
15801457,
9564320,
30772501,
26861729,
25236688,
13376352,
4985364,
8637765,
28052954,
26794819,
26681281,
25353056,
24120946,
12432340,
26874862,
32793768,
27097927,
15326950,
16754545,
15074538,
20301595,
15674312,
25034508,
12274527,
8523336,
27415421,
26309707,
26794670,
26132593,
17347784,
12394069,
27535209,
24931193,
33202201,
16694902,
21259831,
16891239,
25259118,
28111382,
26241591,
17695114,
21172493,
12260280,
33160032,
26794819,
15190124,
21372011,
25579511,
9881582,
10104967,
20316189,
26794670,
25326873,
14176343,
19935375,
15530822,
17581505,
17375980,
4793561,
12096176,
28118883,
8571626,
27097927,
23981053,
9782398,
12551669,
7070088,
9778478,
24972347,
12400526,
25013715,
19907450,
9982955,
25302407,
7155236,
10739681,
28024774,
10051853,
27138077,
27097927,
26794670,
16731227,
7186711,
24915591,
26774183,
27119623,
12180159,
27169920,
25233886,
8711595,
21134150,
3163843,
3297955,
25071968,
7183878,
25067884,
13124545,
15190124,
8650275,
12570091,
7160181,
12526566,
25131192,
13492876,
13388109,
27110587,
27798486,
24131453,
6880863,
8661416,
6165589,
33073657,
6562499,
26681281,
26794670,
12180159,
15334766,
7811162,
19041732,
11707861,
12788402,
26681281,
15059148,
26327884,
15776551,
27139229,
15050914,
27992390,
21393706,
26528249,
15597773,
26025311,
15190124,
13084185,
9701773,
9451548,
24188474,
19466024,
13307404,
17511763,
8013433,
1754757,
25442916,
26848509,
9831209,
9986089,
21511958,
25785595,
26794819,
26794670,
26681281,
19261071,
14927496,
3382739,
17820028,
27120023,
26794819,
10044136,
12664198,
32863232,
26145422,
26726530,
16656288,
3337485,
8310386,
3589307,
27943834,
28052954,
8020691,
8806011,
25174682,
26686898,
1910244,
7589749,
10374481,
15292623,
12963334,
15190177,
2388638,
8464272,
19377844,
4497416,
14021402,
18927790,
26794670,
15190124,
12158474,
19393162,
12238279,
28161632,
26697848,
27097927,
21030745,
16648044,
3766201,
25929442,
11619272,
26777948,
27486596,
27726195,
26559183,
10508925,
18927790,
20235282,
10700453,
17713457,
27101011,
33059070,
32865578,
12538016,
26313067,
28023237,
19796623,
13496067,
25049689,
24038447,
9982943,
19948464,
12180159,
26794819,
26681281,
11668899,
27126724,
10804663,
25243459,
20200051,
27097927,
15142066,
20804470,
3589318,
17398949,
23329896,
4475448,
7849957,
11750088,
9982927,
25003474,
28052954,
8342786,
1122131,
26846393,
29443944,
25105387,
23242471,
26442700,
4793551,
27113713,
12814131,
8532801,
27657370,
14037695,
24015236,
25226980,
18927790,
26681281,
27097927,
24187826,
26226206,
8862375,
27510045,
5321286,
26794670,
8862033,
24110933,
19235333,
10169539,
27738974,
25022113,
12338245,
23303574,
27804239,
27704721,
28052954,
15009197,
32863193,
1861174,
28667389,
12909986,
27967936,
33075878,
13283061,
8355217,
27717062,
4547441,
20109910,
19298377,
26026023,
17482390,
26794819,
26794819,
26681281,
18854229,
14176399,
3536830,
28717189,
12991173,
26794670,
12932551,
26997514,
30958190,
23216597,
8408674,
17623263,
32716119,
14011764,
19881774,
8594207,
28052954,
26362014,
26802390,
17178455,
14108536,
8013455,
15338857,
12134396,
9755440,
14970282,
11826651,
28148056,
8274340,
25316431,
12549769,
32740144,
27097927,
26794670,
18927790,
12707495,
3589224,
24174579,
28109070,
7746334,
27097927,
17713905,
12700541,
20297810,
6623651,
13392336,
15686517,
14031120,
30772515,
19692040,
12135485,
12180159,
8556312,
25157175,
10801368,
17347795,
21175832,
10083555,
33076989,
11799860,
26223731,
2149415,
10522838,
26449697,
9706264,
7747014,
3194597,
15190124,
27097927,
26681281,
26612961,
17749092,
22995831,
14794906,
12826997,
15190124,
25423508,
23265494,
27131517,
20997141,
27518948,
9754890,
10683131,
27425004,
10787998,
33019132,
26794670,
17558405,
4055994,
27478479,
26310810,
7070097,
27114989,
13504927,
8642183,
12399265,
19452733,
3438170,
25553932,
21165545,
21138909,
23260454,
12180159,
26681281,
26794670,
15609315,
23967098,
14140845,
14067663,
17395440,
12180159,
17414639,
11827127,
27741311,
4408905,
15149461,
2258804,
17806854,
12817389,
13568172,
27955015,
15190124,
11707970,
32697831,
25408656,
21235426,
20481316,
6414756,
17637277,
5502468,
7157551,
26327885,
13076608,
11668904,
24796980,
15059204,
25565200,
26794819,
26794819,
26794670,
15023387,
25235110,
13329344,
9729748,
28120942,
27138077,
14124216,
18854823,
19088444,
26631153,
27497838,
2440679,
6786998,
27509693,
26865760,
13089931,
12180159,
5260124,
25338680,
8587922,
13349814,
10810175,
3199783,
25194813,
19115925,
14778841,
9748246,
8836527,
14070493,
12245374,
21005118,
17779879,
33160032,
15190124,
26794819,
27648966,
17702598,
27118561,
3588893,
7813493,
26681281,
23368538,
18854258,
11560768,
24051446,
23188019,
20048241,
25547763,
25211056,
19597600,
24142730,
27097927,
21313226,
7070117,
28132617,
6867784,
12973672,
20146398,
16670988,
23447942,
26729097,
20000308,
26301370,
15244365,
13454632,
10769016,
11617169,
28052954,
26794819,
26794670,
20264800,
20051162,
6352185,
19841854,
21300422,
28052954,
14000555,
8495252,
28659557,
21503796,
25243607,
8730141,
9813986,
24924532,
9699133,
27110476,
27097927,
13307347,
8075217,
25243612,
12726603,
11621577,
10716910,
26838782,
25072956,
3646952,
10081435,
26999097,
3589330,
10126286,
18939693,
8614637,
12180159,
26794819,
26681281,
15814947,
15603409,
10535120,
19622615,
18114303,
26794670,
7155188,
27457606,
25565324,
10750521,
25432327,
32982567,
25107822,
5579961,
25326936,
26575073,
27138077,
20050948,
13510076,
14887893,
26636296,
14802654,
15193046,
19924208,
19115886,
14134975,
26456690,
13984686,
24576649,
3750230,
14548221,
25277942,
15190124,
27097927,
28052954,
11826932,
23946880,
16859142,
13359418,
4225262,
26794670,
9750994,
12453591,
8705233,
7046035,
13946829,
21043376,
11767902,
12604057,
19590785,
15637631,
18927790,
13975652,
21509529,
14000566,
28704304,
33066783,
13349888,
15075560,
6936519,
15008186,
8651989,
26838113,
19625479,
8715489,
14166757,
15339380,
26794819,
26794670,
26794819,
25579091,
26614559,
20699854,
28681392,
33012518,
18927790,
17415292,
25357583,
8048686,
20268909,
10037995,
26491921,
11550254,
10430292,
15190091,
23044097,
27097927,
12349651,
27166087,
25168662,
10319155,
11769483,
1910248,
11707887,
12432223,
8522920,
4093239,
18995713,
17816732,
8136464,
17851959,
5598264,
12180159,
26794670,
26681281,
25219518,
6214091,
32757920,
15681468,
12877271,
18927790,
21393942,
10804355,
12416967,
13114937,
20323761,
14996060,
18894306,
24903349,
14966687,
19454057,
28052954,
13738024,
9880396,
6369052,
10125704,
12081063,
12059284,
27511277,
19631069,
15089873,
6548461,
19390860,
9982968,
20064058,
28122033,
23748445,
12180159,
26794819,
15190124,
27970634,
1123415,
20086516,
20237840,
27672924,
26794670,
11929557,
18178524,
12369282,
10813096,
13957863,
6850494,
15836206,
8274373,
19699482,
10081541,
28052954,
10844782,
26456823,
7725554,
20392630,
13336248,
26304891,
15101266,
26997669,
8637778,
13563868,
9790507,
7697075,
28038431,
12721213,
9770523,
26681281,
15190124,
26794670,
12492996,
18849163,
7702442,
27108201,
8075051,
26794819,
8425333,
25449449,
23408283,
19451363,
19834617,
20226459,
32795966,
5288076,
17386336,
17415289,
12180159,
4553822,
19139833,
10543564,
8281072,
27408163,
10804430,
12340303,
4793299,
3136166,
32831011,
10769129,
9739671,
14767406,
15116611,
15293054,
26681281,
27097927,
26794670,
26680277,
17694994,
10816160,
32789021,
7179344,
18927790,
23114387,
6697035,
10331175,
27122945,
6378722,
3463830,
10719055,
27517320,
15035926,
13372909,
26681281,
6826347,
6703663,
10784287,
11864924,
26874457,
24014826,
15086705,
26528695,
23414723,
26819758,
9739635,
11702226,
7813264,
16666111,
15674268,
15190124,
